Month,Saving_Rate
2001.01,1.0
2001.02,0.927746845592629
2001.03,0.06455286309322332
2001.04,0.13936663852371137
2001.05,0.10209632573662629
2001.06,0.079419963749069
2001.07,0.070173110797526
2001.08,-0.0500716044461905
2001.09,0.03407593953238077
2001.10,0.06190961662717653
2001.11,0.1140678615254529
2001.12,0.13787114389730193
2002.01,0.14824607511795856
2002.02,0.1312847871586957
2002.03,0.1356409132415755
2002.04,0.12351588123367503
2002.05,0.11312329110118303
2002.06,0.10093618206021181
2002.07,0.11595962475954266
2002.08,0.09723527786256461
2002.09,0.07235844596010928
2002.10,0.11204339815177049
2002.11,0.07301274248887477
2002.12,0.08393083059808798
2003.01,0.05739090442159485
2003.02,0.05269984693305041
2003.03,0.07059159564428825
2003.04,0.04225847495063174
2003.05,0.0693935796496803
2003.06,0.07819532009161323
2003.07,0.09746488849183871
2003.08,0.07007304655579207
2003.09,0.07018073371523632
2003.10,0.045290330825833565
2003.11,0.03146785829624563
2003.12,0.03144345040773699
2004.01,0.04080706327463157
2004.02,0.09221264702878315
2004.03,0.09415297807033864
2004.04,0.08513360614967494
2004.05,0.016493544892772976
2004.06,0.03698549420518926
2004.07,0.00319199107756581
2004.08,0.01589835573324656
2004.09,0.04539837729297897
2004.10,0.03421263423411823
2004.11,0.023295725909783044
2004.12,0.04080886082231803
2005.01,0.02073262184179325
2005.02,0.005580789495657564
2005.03,0.003940849789181285
2005.04,0.02365893415948957
2005.05,0.0021595786675677933
2005.06,-0.010157981047683366
2005.07,-0.020914873900541274
2005.08,-0.007849528364861537
2005.09,0.006901936255552778
2005.10,0.017565558407012103
2005.11,-0.018026119893305975
2005.12,0.05879112201773279
2006.01,0.022181440694613176
2006.02,0.028240279999330885
2006.03,0.04075799091587463
2006.04,0.0012306827838562172
2006.05,-0.04008817168846658
2006.06,-0.0596999314073874
2006.07,-0.060452492137626254
2006.08,-0.042547381342983435
2006.09,-0.011852266349236414
2006.10,-0.012890318721759142
2006.11,0.024655857963554472
2006.12,0.050420066732806586
2007.01,0.004228879133653633
2007.02,-0.046251304826399435
2007.03,-0.015983190014233182
2007.04,-0.06352212437009012
2007.05,-0.05713239660989108
2007.06,0.012924251023321997
2007.07,0.050544971406354756
2007.08,0.01679058663894777
2007.09,0.0039021379257092675
2007.10,0.03364872595940332
2007.11,0.011052677827166008
2007.12,-0.008850875182379168
2008.01,-0.0718690907388371
2008.02,-0.02104479592902716
2008.03,0.0006756734903329087
2008.04,-0.011328212234208152
2008.05,0.020573490812881227
2008.06,0.009944685107939161
2008.07,-0.011165174305058229
2008.08,0.0007878746693776145
2008.09,-0.007086202539203927
2008.10,0.02347562726763222
2008.11,0.016832258060603858
2008.12,0.02276823214729888
2009.01,0.01003251366151073
2009.02,-0.0013066849595478795
2009.03,0.007778236449691552
2009.04,-0.003936470182721138
2009.05,0.002027729039874072
2009.06,0.0014686883235559744
2009.07,-0.00242881173695121
2009.08,0.011423960069812026
2009.09,0.01738241527024396
2009.10,0.017837156831833345
2009.11,0.01805340431967258
2009.12,0.020327588110199434
2010.01,0.042175150811209455
2010.02,0.04195481133565499
2010.03,0.04730917883755793
2010.04,0.0773208040288601
2010.05,0.049047136719460406
2010.06,0.06831652284075662
2010.07,0.07567933724200974
2010.08,0.04346553940238282
2010.09,0.041462478538055694
2010.10,0.042100874814171796
2010.11,0.04135422870334915
2010.12,0.03183715678968095
2011.01,0.057893459441285086
2011.02,0.0756085548459822
2011.03,0.05181766401658141
2011.04,0.058034942085668305
2011.05,0.04352881859219922
2011.06,0.059978308714486527
2011.07,0.036633984013089774
2011.08,0.00346141983903223
2011.09,0.03290818410650776
2011.10,0.02064286030039438
2011.11,0.01044339780371482
2011.12,0.008380503582353743
2012.01,0.039095157470238874
2012.02,0.05669868592556125
2012.03,0.0152035355938491
2012.04,0.03565351508410227
2012.05,0.03477235599470639
2012.06,-0.004179581939346759
2012.07,0.029384545627552633
2012.08,0.014037154710761609
2012.09,0.014616881335471213
2012.10,0.0006483396840275607
2012.11,0.005969637597249987
2012.12,0.019147217907398983
2013.01,0.018928101852463887
2013.02,0.009014769350160936
2013.03,0.006994558408069151
2013.04,-0.0020972392646702548
2013.05,-0.0030035565592481947
2013.06,-0.006265041723189719
2013.07,-0.026451576971022843
2013.08,-0.006636216836435007
2013.09,0.035898523675711815
2013.10,-0.014914705434311042
2013.11,0.015281538135883637
2013.12,-0.006374665965315778
2014.01,-0.01576823274902255
2014.02,-0.0176576255503944
2014.03,-0.010991445561223315
2014.04,0.018486828314619896
2014.05,-0.006061925249642261
2014.06,0.014363197059545786
2014.07,0.024198618236834484
2014.08,0.004716717960415095
2014.09,0.05389644659913569
2014.10,0.014833239513493648
2014.11,-0.006564724743864214
2014.12,0.003662328154802183
2015.01,-0.01697674246825192
2015.02,-0.03090430468741343
2015.03,0.010757353652257825
2015.04,-0.007864926709476512
2015.05,0.06628073218349632
2015.06,0.04657848125405488
2015.07,0.027049187322656064
2015.08,0.03483077883674359
2015.09,-0.01037523390346966
2015.10,-0.01819810359276128
2015.11,-0.005000694774018408
2015.12,0.016054898820057523
2016.01,0.015819929333787355
2016.02,-0.02198295840843773
2016.03,0.035408072444592445
2016.04,0.014021390994072132
2016.05,0.0781293120420747
2016.06,0.04165499700826808
2016.07,-0.009794598920154142
2016.08,0.0550047117857205
2016.09,-0.009947156075887286
2016.10,0.08775743734351096
2016.11,0.10249707912405935
2016.12,0.07800737692243448
2017.01,0.09728171019782637
2017.02,0.057238848941393604
2017.03,0.07562283133702767
