Agent,Year,Delta_DPI,Delta_Consumption,MPC
0,2002,2041.2007682546828,12082.152430131522,5.919139664278247
0,2003,3738.500141697339,-2813.508559473543,-0.7525768230133502
0,2004,3109.3607329283113,2130.380011448535,0.6851504841132411
0,2005,3465.6958940933982,6936.344620278003,2.0014291017569223
0,2006,1839.0643823260034,10206.367963562647,5.549761096810479
0,2011,1032.9040487514721,343.48177594621666,0.3325398679203571
0,2012,1471.2974820240925,-673.481473673135,-0.4577466364902722
0,2013,2564.865839113336,10664.344480873158,4.157856648190137
0,2019,1263.8055153689638,-4280.661474065186,-3.3871204247874016
0,2020,1356.2574306468305,1693.7894362347433,1.2488701613431428
1,2002,2229.9827810982824,14626.531587461024,6.559033420095447
1,2003,3769.2280239887623,3820.514695879945,1.0136066779629078
1,2004,3219.0432132669084,-17740.84923049911,-5.511218102752483
1,2005,3546.434512260603,30776.464069388254,8.67814250143038
1,2006,1882.912627691534,-3355.365428545905,-1.7820080332987145
1,2011,1014.8684703861218,-1761.3761803369562,-1.7355708958687173
1,2012,1506.4433897915733,12789.761334942363,8.49003780800015
1,2013,2624.67257427024,-5157.328961425548,-1.9649418415016906
1,2019,1112.6662819008343,-4791.762271198066,-4.306558353697941
1,2020,1402.8989724223356,-4425.287385036398,-3.154387787023189
2,2002,2326.9943395441805,-21194.702685805023,-9.108188329309264
2,2003,3873.2580307771277,28508.161492331536,7.360253632937457
2,2004,3418.2758264291624,20165.335705762875,5.899271073987091
2,2005,3652.1800007051497,-3871.6888986222475,-1.0601035266264849
2,2006,2027.5223355166672,7127.116166500622,3.515185032318986
2,2011,1108.9063044472277,3295.6789507123467,2.9720084893513077
2,2012,1584.5713200198807,4196.26462721928,2.6482018033537496
2,2013,2618.0005521412677,5604.191740265291,2.140638104786346
2,2019,1239.7744345013634,8124.169404946995,6.552941550383342
2,2020,1433.153074466638,-2780.374504251289,-1.9400401490859815
3,2002,2593.539348716178,12289.762443572632,4.7386065106959565
3,2003,4005.246170525046,8122.480146957008,2.0279602803770325
3,2004,3488.867691183579,-5527.883077338061,-1.5844347125306886
3,2005,3756.880398006717,11293.63646624412,3.0061208422381958
